Camera,JDay,Peromyscus,Chipmunk,Neotoma,Cottontail,Rock Squirrel,Grey fox,Elk,Jackrabbit,Deer,Bat,rich,Cluster,Treatment,Lzeq,Laeq,Lux,Lat,Long,Elevation,Landcover,M_Illum,PMU,mIndex
PC3_8,162.5,0,0,0,0,0,0,0,10,0,0,1,Orange,Noise,76.1,50.8,0,36.91576,-107.70064,NA,Woodland,0.641078707,0.716717305,0.459472203
PC3_9,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Noise,76.8,53.3,0,36.91714,-107.70003,NA,Woodland,0.641078707,0.716717305,0.459472203
PC6_1,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Light,67.4,36.9,0,36.92239503,-107.661481,2037.0896,Woodland,0.64073945,0.507767594,0.325346729
PC6_10,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Light,66.4,35.2,0.09,36.92125903,-107.660853,2040.11853,Woodland,0.64073945,0.507767594,0.325346729
PC6_2,174.5,6,0,0,0,0,0,0,0,0,0,1,Green,Light,67.8,35.4,0.24,36.92249402,-107.66165,2036.502563,Woodland,0.64073945,0.507767594,0.325346729
PC6_3,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Light,68.2,43.4,0.06,36.92303801,-107.661918,2040.385132,Woodland,0.64073945,0.507767594,0.325346729
PC6_4,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Light,69.8,40.4,0.26,36.92318897,-107.662043,2042.426636,Woodland,0.64073945,0.507767594,0.325346729
PC6_5,174.5,1,0,0,0,0,0,0,0,0,0,1,Green,Light,68.2,35.6,0,36.923525,-107.660588,2040.5802,Woodland,0.64073945,0.507767594,0.325346729
PC6_6,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Light,68,39.3,0.04,36.92366104,-107.660479,2042.199341,Woodland,0.64073945,0.507767594,0.325346729
PC6_7,174.5,1,0,0,0,0,0,0,0,0,0,1,Green,Light,66.9,37.3,0.27,36.92323498,-107.659766,2037.902344,Woodland,0.64073945,0.507767594,0.325346729
PC6_8,175,0,0,0,0,0,0,0,0,0,0,0,Green,Light,67.6,37.9,0.21,36.92312904,-107.659793,2033.838867,Woodland,0.591769059,0.478098728,0.282924034
PC6_9,174.5,1,0,0,0,0,0,0,0,0,0,1,Green,Light,67.2,39.9,0.44,36.92116801,-107.660746,2038.372925,Woodland,0.64073945,0.507767594,0.325346729
PT11_1,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Combined,80.2,46.1,0.27,36.90217998,-107.71255,1953.404053,Shrubland,0.974966102,0.814873499,0.794474038
PT11_10,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Combined,77.4,42.6,0.04,36.90284299,-107.711572,1966.817871,Shrubland,0.974966102,0.814873499,0.794474038
PT11_2,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Combined,77.7,38.6,0.1,36.90220504,-107.712722,1951.635132,Shrubland,0.974966102,0.814873499,0.794474038
PT11_3,169.5,61,0,0,0,0,0,0,0,0,0,1,Yellow,Combined,73.9,38.5,0.05,36.90167698,-107.713129,1949.243408,Shrubland,0.974966102,0.814873499,0.794474038
PT11_4,169.5,11,0,0,0,0,0,0,0,0,0,1,Yellow,Combined,72.3,38.9,0.19,36.90148403,-107.713104,1952.583496,Shrubland,0.974966102,0.814873499,0.794474038
PT11_5,169.5,1,0,0,0,0,0,0,0,0,0,1,Yellow,Combined,73.4,44.4,0.04,36.90129602,-107.712578,1953.16748,Shrubland,0.974966102,0.814873499,0.794474038
PT11_6,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Combined,74.6,47.6,0.3,36.90118597,-107.712411,1955.114136,Shrubland,0.974966102,0.814873499,0.794474038
PT11_7,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Combined,75.9,48.4,1.3,36.90125898,-107.7115,1960.150513,Shrubland,0.974966102,0.814873499,0.794474038
PT11_8,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Combined,78.5,49.2,0.06,36.901392,-107.711337,1957.996704,Shrubland,0.974966102,0.814873499,0.794474038
PT11_9,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Combined,79.2,44.6,0.09,36.90263797,-107.71157,1963.943481,Shrubland,0.974966102,0.814873499,0.794474038
PT13_1,149,39,0,0,0,0,0,0,0,0,0,1,Blue,Noise,67.9,51.5,0,36.894939,-107.615749,1991.038208,Woodland,0.236831005,0.258813077,0.061294961
PT13_2,148.5,228,0,0,0,0,0,0,0,0,0,1,Blue,Noise,63.5,47.5,0,36.89499,-107.616009,1994.944946,Woodland,0.285399919,0.284109808,0.081084916
PT13_3,148.5,5,0,0,0,0,0,0,0,0,0,1,Blue,Noise,66.1,49.9,0,36.89512,-107.614508,1982.469849,Woodland,0.285399919,0.284109808,0.081084916
PT13_4,148.5,144,0,0,0,0,0,0,0,0,0,1,Blue,Noise,64.9,49.2,0,36.895261,-107.614259,1983.419312,Woodland,0.285399919,0.284109808,0.081084916
PT13_5,148.5,22,0,0,0,0,0,0,0,0,0,1,Blue,Noise,67.4,45.6,0,36.893808,-107.613491,1968.188843,Woodland,0.285399919,0.284109808,0.081084916
PT13_6,149,18,0,0,0,0,0,0,0,0,0,1,Blue,Noise,66.6,46.4,0,36.893615,-107.613558,1974.77771,Woodland,0.236831005,0.258813077,0.061294961
PT13_7,148.5,34,0,0,0,0,0,0,0,0,0,1,Blue,Noise,71.9,55.4,0,36.893613,-107.613583,NA,Woodland,0.285399919,0.284109808,0.081084916
PT13_8,148.5,29,0,0,0,0,0,0,0,0,0,1,Blue,Noise,73,57.2,0,36.893516,-107.614514,NA,Shrubland,0.285399919,0.284109808,0.081084916
PT13_9,148.5,72,0,0,0,0,0,0,0,0,0,1,Blue,Noise,72.6,56.7,0,36.893543,-107.614798,NA,Woodland,0.285399919,0.284109808,0.081084916
PT14_1,153.5,0,0,0,0,0,0,0,0,0,0,0,Red,Combined,70.7,55.8,0,36.963828,-107.677615,2095.911621,Shrubland,0.014635002,0.087552851,0.001281336
PT14_10,154,1,0,0,0,0,0,0,0,0,0,1,Red,Combined,70.2,39.2,0,36.996144,-107.709095,2097.33,Shrubland,0.008311197,0.082819006,0.000688325
PT14_2,153.5,0,0,0,2,0,0,0,0,0,0,1,Red,Combined,69.2,53,0,36.963854,-107.677952,2097.099121,Shrubland,0.014635002,0.087552851,0.001281336
PT14_3,153.5,13,0,0,0,0,0,0,0,0,0,1,Red,Combined,64.7,55.6,0.21,36.963777,-107.676806,2094.884277,Shrubland,0.014635002,0.087552851,0.001281336
PT14_4,153.5,2,0,0,0,0,0,0,0,0,0,1,Red,Combined,62.1,44.8,0.24,36.963619,-107.676743,2090.66333,Shrubland,0.014635002,0.087552851,0.001281336
PT14_5,153.5,0,0,0,0,0,0,0,0,0,0,0,Red,Combined,68.5,50.1,0.03,36.964248,-107.676232,2095.028564,Shrubland,0.014635002,0.087552851,0.001281336
PT14_6,153.5,53,0,0,0,0,0,0,0,0,0,1,Red,Combined,68.3,50.6,0.22,36.964463,-107.676144,2098.027588,Shrubland,0.014635002,0.087552851,0.001281336
PT14_7,153.5,2,0,0,0,0,0,0,0,0,0,1,Red,Combined,67.1,51,0,36.964901,-107.677331,2095.967773,Shrubland,0.014635002,0.087552851,0.001281336
PT14_8,153.5,3,0,0,0,0,0,0,0,0,0,1,Red,Combined,72.8,55.9,0.02,36.964808,-107.677598,2100.176514,Shrubland,0.014635002,0.087552851,0.001281336
PT14_9,153.5,0,0,0,0,0,0,0,0,0,0,0,Red,Combined,63.7,43.5,0,36.964261,-107.678557,NA,Shrubland,0.014635002,0.087552851,0.001281336
PT15_1,153.5,26,0,0,0,0,0,0,0,0,0,1,Red,Noise,63.5,45.2,0,36.969214,-107.658381,2085.006104,Woodland,0.014635002,0.087552851,0.001281336
PT15_2,153.5,114,0,0,0,0,0,0,0,0,0,1,Red,Noise,64,43.4,0,36.969426,-107.658382,2083.903076,Woodland,0.014635002,0.087552851,0.001281336
PT15_3,153.5,5,0,0,0,0,0,0,0,1,0,2,Red,Noise,68,45.6,0,36.969796,-107.657415,2095.417236,Woodland,0.014635002,0.087552851,0.001281336
PT15_4,153.5,61,0,0,0,0,2,0,0,0,0,2,Red,Noise,60.6,38.5,0,36.969891,-107.657244,2091.762695,Woodland,0.014635002,0.087552851,0.001281336
PT15_5,153.5,68,0,0,0,0,0,0,0,0,0,1,Red,Noise,60.9,35.5,0,36.969549,-107.656551,2077.89624,Woodland,0.014635002,0.087552851,0.001281336
PT15_6,153.5,7,0,0,0,0,0,0,0,0,0,1,Red,Noise,59.3,39.6,0,36.969646,-107.656244,2073.686768,Woodland,0.014635002,0.087552851,0.001281336
PT15_7,153.5,39,0,0,0,0,0,0,0,0,0,1,Red,Noise,67.2,48.7,0,36.968431,-107.657144,2095.385986,Woodland,0.014635002,0.087552851,0.001281336
PT15_8,153.5,48,0,0,0,0,0,0,0,0,0,1,Red,Noise,65.8,45.5,0,36.968199,-107.656928,2097.384766,Woodland,0.014635002,0.087552851,0.001281336
TP02_1,148.5,1,63,0,0,0,0,0,0,0,0,2,Blue,Combined,65.3,46.8,0,36.864738,-107.649328,1901.289429,Woodland,0.285399919,0.284109808,0.081084916
TP02_10,148.5,0,29,0,0,0,0,0,0,0,0,1,Blue,Combined,64.3,45.3,0.15,36.864443,-107.650767,1898.742432,Shrubland,0.285399919,0.284109808,0.081084916
TP02_2,148.5,138,0,0,0,0,0,0,0,0,0,1,Blue,Combined,66.8,49.9,0.1,36.864557,-107.649417,1903.849976,Woodland,0.285399919,0.284109808,0.081084916
TP02_3,148.5,0,0,0,0,0,0,0,0,0,0,0,Blue,Combined,70.8,40.4,0.8,36.864895,-107.647454,1894.578003,Shrubland,0.285399919,0.284109808,0.081084916
TP02_4,148.5,0,0,0,0,0,0,0,0,0,0,0,Blue,Combined,78.8,44.9,0,36.86497,-107.647627,1898.693726,Shrubland,0.285399919,0.284109808,0.081084916
TP02_5,148.5,96,0,0,0,0,0,0,0,0,0,1,Blue,Combined,69.5,46.5,0.67,36.863232,-107.64862,1915.054932,Shrubland,0.285399919,0.284109808,0.081084916
TP02_6,149,0,0,0,0,0,0,0,0,0,0,0,Blue,Combined,69,54.8,0.02,36.863328,-107.648435,1910.599243,Shrubland,0.236831005,0.258813077,0.061294961
TP02_7,148.5,260,0,0,0,0,0,0,0,0,0,1,Blue,Combined,67.5,42.1,0.06,36.862578,-107.649958,1910.536987,Woodland,0.285399919,0.284109808,0.081084916
TP02_8,148.5,12,0,0,0,0,0,0,0,0,0,1,Blue,Combined,67.5,42.6,0.03,36.862514,-107.65013,1914.259888,Woodland,0.285399919,0.284109808,0.081084916
TP02_9,148.5,0,0,0,0,0,0,0,0,0,0,0,Blue,Combined,63.7,43.3,0,36.864505,-107.651074,1897.855347,Woodland,0.285399919,0.284109808,0.081084916
TP04_1,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,67.9,48,0,36.90779,-107.71039,NA,Woodland,0.641078707,0.716717305,0.459472203
TP04_10,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,66.2,43,0.04,36.90715,-107.71047,NA,Shrubland,0.641078707,0.716717305,0.459472203
TP04_2,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,68.8,60.2,0.11,36.90778,-107.71061,NA,Woodland,0.641078707,0.716717305,0.459472203
TP04_3,163.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,62.8,57.4,0.02,36.90912,-107.71091,NA,Shrubland,0.741543851,0.780081007,0.578464273
TP04_4,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,61.6,47.8,0.21,36.90916,-107.71061,NA,Shrubland,0.641078707,0.716717305,0.459472203
TP04_5,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,70.8,52.1,0.01,36.90865,-107.70936,NA,Shrubland,0.641078707,0.716717305,0.459472203
TP04_6,162.5,120,0,0,0,0,0,0,0,0,0,1,Orange,Combined,71.9,51.3,0.53,36.90863,-107.70923,NA,Shrubland,0.641078707,0.716717305,0.459472203
TP04_7,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,69.6,44.2,0.21,36.90754,-107.70879,NA,Shrubland,0.641078707,0.716717305,0.459472203
TP04_8,162.5,0,0,0,0,0,0,0,0,0,0,0,Orange,Combined,64.3,43.8,0.21,36.90756,-107.70858,NA,Shrubland,0.641078707,0.716717305,0.459472203
TP04_9,162.5,0,0,0,0,0,0,0,1,0,0,1,Orange,Combined,67.1,44.9,0.15,36.90714,-107.71018,NA,Shrubland,0.641078707,0.716717305,0.459472203
TP05_1,175,3,0,0,0,0,0,0,0,0,0,1,Green,Noise,82.7,52.7,0,36.92387603,-107.667298,2040.4729,Shrubland,0.591769059,0.478098728,0.282924034
TP05_10,174.5,11,0,0,0,0,0,0,0,0,0,1,Green,Noise,81.2,52.8,0,36.92251498,-107.667699,2031.170654,Shrubland,0.64073945,0.507767594,0.325346729
TP05_3,174.5,113,0,0,0,0,0,0,0,0,0,1,Green,Noise,83.4,62.8,0,36.92374703,-107.666129,2035.730957,Shrubland,0.64073945,0.507767594,0.325346729
TP05_4,174.5,49,0,0,0,0,0,0,0,0,0,1,Green,Noise,79.8,64.9,0,36.923769,-107.665911,2041.052002,Shrubland,0.64073945,0.507767594,0.325346729
TP05_6,175,2,0,0,0,0,0,0,0,0,0,1,Green,Noise,79.8,43.8,0,36.923051,-107.665399,2035.577637,Shrubland,0.591769059,0.478098728,0.282924034
TP05_7,174.5,15,0,0,0,0,0,0,0,0,0,1,Green,Noise,81.1,58,0,36.92230803,-107.666189,2030.048706,Shrubland,0.64073945,0.507767594,0.325346729
TP05_9,174.5,5,0,0,0,0,0,0,0,0,0,1,Green,Noise,83.4,50.4,0,36.92267398,-107.667415,2029.605713,Shrubland,0.64073945,0.507767594,0.325346729
TP07_1,174.5,1,0,0,1,0,0,0,0,0,0,2,Green,Combined,84.9,59.6,0,36.92168299,-107.654624,2007.09668,Shrubland,0.64073945,0.507767594,0.325346729
TP07_2,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Combined,80.8,52.7,0.12,36.921526,-107.654665,2012.549438,Woodland,0.64073945,0.507767594,0.325346729
TP07_3,174.5,54,0,0,1,10,0,0,0,0,0,3,Green,Combined,76.4,46.1,0,36.92197099,-107.656011,2009.604492,Woodland,0.64073945,0.507767594,0.325346729
TP07_4,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Combined,77.5,48.7,0,36.92215296,-107.655876,2007.305908,Woodland,0.64073945,0.507767594,0.325346729
TP07_5,174.5,0,0,0,0,34,0,0,0,0,0,1,Green,Combined,83.6,54.8,0.33,36.92255404,-107.654848,2002.830566,Shrubland,0.64073945,0.507767594,0.325346729
TP07_6,174.5,1,0,0,0,0,0,0,0,0,0,1,Green,Combined,84.3,53.8,0.03,36.92236301,-107.654848,2000.673828,Shrubland,0.64073945,0.507767594,0.325346729
TP07_7,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Combined,82.2,52.2,0.23,36.92212204,-107.653436,2001.845947,Woodland,0.64073945,0.507767594,0.325346729
TP07_8,174.5,0,0,0,0,0,0,0,0,0,0,0,Green,Combined,83.1,51,1.45,36.922217,-107.653413,2001.051758,Woodland,0.64073945,0.507767594,0.325346729
TP07_9,174.5,3,0,0,0,0,0,0,0,0,0,1,Green,Combined,76.1,48.1,0,36.92132601,-107.653273,2003.085693,Woodland,0.64073945,0.507767594,0.325346729
TP09_1,158.5,5,0,0,0,0,0,0,0,0,0,1,Pink,Combined,83.3,56.9,0.15,36.99740896,-107.685924,2038.369019,Woodland,0.243295588,0.48238974,0.117363295
TP09_10,158.5,4,0,0,0,0,0,0,0,0,0,1,Pink,Combined,74,45.3,0.03,36.99838604,-107.687616,2020.592407,Shrubland,0.243295588,0.48238974,0.117363295
TP09_2,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,81.3,54.7,0.05,36.99720897,-107.685892,2037.064941,Woodland,0.243295588,0.48238974,0.117363295
TP09_3,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,79.3,49.8,0.06,36.99762697,-107.684434,2048.008057,Woodland,0.243295588,0.48238974,0.117363295
TP09_4,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,79,50,0.08,36.99780299,-107.684487,2045.13147,Shrubland,0.243295588,0.48238974,0.117363295
TP09_5,158.5,133,0,0,0,0,0,0,0,0,0,1,Pink,Combined,76.5,47.3,0.65,36.99925499,-107.684035,2030.235474,Woodland,0.243295588,0.48238974,0.117363295
TP09_6,158.5,4,0,0,0,0,0,0,0,0,0,1,Pink,Combined,77.1,49.7,0.07,36.99937301,-107.684227,2027.551636,Woodland,0.243295588,0.48238974,0.117363295
TP09_7,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,78.4,51.2,0.03,36.99872802,-107.686182,2029.883789,Woodland,0.243295588,0.48238974,0.117363295
TP09_8,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,77.1,45.7,1.96,36.99883103,-107.686144,2029.935547,Woodland,0.243295588,0.48238974,0.117363295
TP09_9,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Combined,75,43.2,0.01,36.99831303,-107.687398,2019.465942,Shrubland,0.243295588,0.48238974,0.117363295
TP10_1,158.5,136,0,0,0,0,0,0,0,0,0,1,Pink,Noise,81.7,56.9,0,36.97469903,-107.704983,2041.63855,Woodland,0.243295588,0.48238974,0.117363295
TP10_10,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Noise,80.6,55.8,0,36.97425202,-107.703677,2040.669189,Woodland,0.243295588,0.48238974,0.117363295
TP10_2,158.5,6,0,0,0,0,0,0,0,0,0,1,Pink,Noise,77.5,45.6,0,36.97482501,-107.705321,2040.634277,Woodland,0.243295588,0.48238974,0.117363295
TP10_3,159.5,11,0,0,0,0,0,0,0,0,0,1,Pink,Noise,83.8,57.2,0,36.975427,-107.70453,2046.079102,Woodland,0.332439197,0.566160261,0.188213863
TP10_4,158.5,95,0,0,0,0,0,0,0,0,0,1,Pink,Noise,80.5,52.9,0,36.97567502,-107.704465,2046.532715,Woodland,0.243295588,0.48238974,0.117363295
TP10_5,159.5,12,0,0,0,0,0,0,0,0,0,1,Pink,Noise,76.7,45,0,36.97583696,-107.703706,2044.010498,Woodland,0.332439197,0.566160261,0.188213863
TP10_6,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Noise,80.2,49.8,0,36.97564702,-107.703768,2045.307495,Woodland,0.243295588,0.48238974,0.117363295
TP10_7,158.5,0,0,0,0,0,0,0,0,0,0,0,Pink,Noise,81.4,57.5,0,36.97496097,-107.703339,2044.561279,Woodland,0.243295588,0.48238974,0.117363295
TP10_8,158.5,11,0,0,0,0,0,0,0,0,0,1,Pink,Noise,79.6,50.8,0,36.97463499,-107.703116,2045.029297,Woodland,0.243295588,0.48238974,0.117363295
TP10_9,158.5,8,0,0,0,0,0,0,0,0,0,1,Pink,Noise,77.3,49.8,0,36.97403904,-107.703449,2039.322266,Woodland,0.243295588,0.48238974,0.117363295
TP11_1,169.5,20,0,0,0,0,0,0,0,0,0,1,Yellow,Noise,71.8,46.5,0,36.88867296,-107.710909,1973.479492,Shrubland,0.974966102,0.814873499,0.794474038
TP11_10,169.5,7,0,0,0,0,2,0,0,0,0,2,Yellow,Noise,81.5,46,0,36.88729003,-107.711345,1959.388184,Shrubland,0.974966102,0.814873499,0.794474038
TP11_2,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Noise,72,45.3,0,36.88888804,-107.711025,1979.316528,Shrubland,0.974966102,0.814873499,0.794474038
TP11_3,169.5,0,0,0,0,13,0,0,0,0,0,1,Yellow,Noise,79.7,46.9,0,36.88955398,-107.711893,1969.495605,Woodland,0.974966102,0.814873499,0.794474038
TP11_4,169.5,11,0,0,0,0,0,0,0,0,0,1,Yellow,Noise,69.7,42.9,0,36.88959396,-107.712153,1969.897339,Woodland,0.974966102,0.814873499,0.794474038
TP11_5,169.5,0,0,0,0,0,0,0,0,0,0,0,Yellow,Noise,69,41.5,0,36.88898896,-107.713122,1965.88147,Shrubland,0.974966102,0.814873499,0.794474038
TP11_6,169.5,1,0,0,0,24,0,0,0,0,0,2,Yellow,Noise,71.8,40.3,0,36.88878997,-107.713221,1971.357056,Shrubland,0.974966102,0.814873499,0.794474038
TP11_7,169.5,0,0,0,0,0,1,0,0,0,0,1,Yellow,Noise,70.3,47.8,0,36.88785103,-107.712869,1970.737305,Shrubland,0.974966102,0.814873499,0.794474038
TP11_8,170,0,0,0,0,0,0,0,0,0,0,0,Yellow,Noise,68.1,47,0,36.88769002,-107.712671,1971.334595,Shrubland,0.967557272,0.772212284,0.747159611
TP11_9,169.5,36,0,0,0,0,1,0,0,0,0,2,Yellow,Noise,68.3,43.7,0,36.88739698,-107.711579,1959.468506,Shrubland,0.974966102,0.814873499,0.794474038
